order,family,genus,species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,female_mass_mean,female_mass_upper,female_mass_lower,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,breeding_dist,nest_locations,clutch_size_mean,clutch_size_lower,cluth_size_upper,clutch_size_uncertainty,clutch_interval,hatchling_type,incubation_mean,incubation_period_lower,incubtaion_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,coloniality,citation
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,desolata,Pachyptila desolata,,Antarctic Prion, Dove Prion,,,,,LC,,2012,decreasing,,0.1,0.19,,,0.1,0.19,,"p,sp","Bu,Cr",1,,,,,sp,,44,46,,51,,,,6.9,,,,5,3,6,,,,,,OS,63,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cookii,Pterodroma cookii,Pterodroma cooki cooki|Pterodroma cooki cooki,Cook's Petrel,,,,,,VU,A2e;D2,2012,increasing,0.19,,,,0.19,,,,STr,Bu,1,,,,,SP,,47,51,,88,,,,,,,,,,,,,,,,OS,65,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,leucoptera,Pterodroma leucoptera,,White-winged Petrel, Collared Petrel,,,,,VU,B2ab(v);D2,2012,decreasing,,0.17,0.22,,,0.17,0.22,,"Tm,Tr",Cr,1,,,,,SP,,42,49,,,77,84,,,,,,,,,,,,,,OS,70,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,gavia,Puffinus gavia,,Fluttering Shearwater,,,,,,LC,,2012,decreasing,,0.23,0.42,,,0.23,0.42,,"Tm,STr",Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,"NS,OS",76,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,alba,Pterodroma alba,,Phoenix Petrel,,,,,,EN,A3bce+4bce,2012,decreasing,0.27,,,,0.27,,,,"STr,Tr","Un,Cr",1,,,,,SP,,,,,,,,,,,,,,,,,,,,,NS,83,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,rostrata,Pseudobulweria rostrata,Pterodroma rostrata rostrata|Pterodroma rostrata rostrata,Tahiti Petrel,,,,,,NT,,2012,decreasing,,,,,,,,,"Tm,STr",Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cahow,Pterodroma cahow,,Bermuda Petrel, Cahow,,,,,EN,D,2012,increasing,,,,,,,,,STr,"Bu,Cr",1,,,,,SP,52,,,,92,,,,,,,,,,,,,,,,OS,89,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,neglecta,Pterodroma neglecta,,Kermadec Petrel,,,,,,LC,,2012,decreasing,,0.37,0.59,,,0.37,0.59,,"STr, Tr",O,1,,,,,SP,,50,52,,,110-130,,,,,,,,,,,,,,,NS,92,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,tenuirostris,Ardenna tenuirostris,Ardenna tenuirostris tenuirostris|Puffinus tenuirostris,Short-tailed Shearwater,,,,,,LC,,2012,decreasing,,0.47,0.64,,,0.51,0.73,,STr,Bu,1,,,,,SP,,52,55,,94,,,,13,,,,0,,,,6,5,7,,OS,93,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hasitata,Pterodroma hasitata,,Black-capped Petrel,,,,,,EN,"B2ab(i,ii,iii,iv,v)",2012,decreasing,,,,,,,,,STr,,1,,,,,SP,,51,54,,,90,100,,,,,,,,,,,,,,OS,95,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,baraui,Pterodroma baraui,,Barau's Petrel,,,,,,EN,"B2ab(iii,v)",2012,decreasing,0.4,,,,0.4,,,,"STr,Tr",,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,ultima,Pterodroma ultima,,Murphy's Petrel,,,,,,NT,,2012,decreasing,,,,,,,,,"STr,Tr",,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS?,97,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cervicalis,Pterodroma cervicalis,,White-necked Petrel, White-naped Petrel,,,,,VU,D2,2012,increasing,,0.38,0.54,,,0.38,0.54,,Tm,Bu,1,,,,,SP,,,,,,100-115,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,incerta,Pterodroma incerta,,Atlantic Petrel,,,,,,EN,B2ab(v),2012,decreasing,,,,,,,,,Tm,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS?,100,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,magentae,Pterodroma magentae,,Magenta Petrel, Chatham Island Taiko,,,,,CR,A2ce,2012,increasing,,0.42,0.51,,,0.42,0.51,,"Tm,STr","Bu,Un",1,,,,,SP,52,,,,90,,,?,,,,,,,,,,,,,,102,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,lessonii,Pterodroma lessonii,Pterodroma lessoni lessoni,White-headed Petrel,,,,,,LC,,2012,decreasing,,0.58,0.81,,,0.58,0.81,,"Tm,SP",Bu,1,,,,,SP,60,,,plus minus,112,,,,13,,,,,,,,5.5,,,,OS,109,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,creatopus,Ardenna creatopus,Ardenna creatopus creatopus|Puffinus creatopus,Pink-footed Shearwater,,,,,,VU,D2,2012,unknown,,,,,,,,,STr,Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,leucomelas,Calonectris leucomelas,,Streaked Shearwater,,,,,,LC,,2012,decreasing,,0.44,0.55,,,0.44,0.55,,"STr,Tr",,1,,,,,SP,64,,,,,66,80,,,,,,,,,,,,,,,122,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Macronectes,halli,Macronectes halli,,Northern Giant Petrel, Hall's Giant-Petrel, Northern Giant Petrel, Northern Giant-Petrel,,,LC,,2012,increasing,3.8,,,,5,,,,SP,"O,SI",1,,,,,SP,,57,62,,,106-120,,,66,,,,,,,,(4-11),4,11,,NS,199,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,gravis,Ardenna gravis,Ardenna gravis gravis|Puffinus gravis,Great Shearwater, Greater Shearwater,,,,,LC,,2012,stable,,0.72,0.95,,,0.72,0.95,,"Tm,STr","Bu,Cr",1,,,,,SP,,53,57,,105,,,,,,,,,,,,,,,,,,100,118,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,cinerea,Procellaria cinerea,,Grey Petrel, Pediunker, Grey Shearwater, Gray Petrel,,,NT,,2012,decreasing,1.13,,,,1.13,,,,"SP,Tm",Bu,1,,,,,SP,,52,61,,93,110,120,,18,,,,,,,,7,,,,OS,,115,130,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,westlandica,Procellaria westlandica,,Westland Petrel, Westland Black Petrel,,,,,VU,D2,2012,stable,,1.1,1.2,,,1.2,1.3,,Tm,Bu,1,,,,,SP,,51,68,,130,,,,,,,,0,,,,12,,,,OS,,135,140,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,georgicus,Pelecanoides georgicus,,South Georgia Diving-petrel, South Georgia Diving-Petrel, South Georgia Diving Petrel, South Georgian Diving Petrel, South Georgian Diving-Petrel,,LC,,2012,decreasing,,0.09,0.15,,,0.09,0.15,,Tm,Bu,1,,,,,SP,,44,52,,,42,60,,4.8,,,,,,,,2,,,,NSD,,30,38,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,assimilis,Puffinus assimilis,,Little Shearwater,,,,,,LC,,2014,decreasing,0.18,,,,0.26,,,,"Tm,STr","bU,si",1,,,,,sp,,52,58,,,70,75,,,,,,,,,,,,,,os,,55,67,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,belcheri,Pachyptila belcheri,,Slender-billed Prion, Slender-billed Prion,,,,,LC,,2012,stable,,0.12,0.18,,,0.12,0.18,,"SP,Tm",Bu,1,,,,,SP,,43,47,,"43-54 ,69",,,,6.5,,,,,,,,6.7,,,,NS+,,56,59,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Halobaena,caerulea,Halobaena caerulea,,Blue Petrel,,,,,,LC,,2012,stable,,0.13,0.23,,,0.13,0.23,,SP-Tm,"Bu,SI",1,,,,,SP,,45,49,,,48,60,,7.2,,,,,,,,,,,,NS,,62,71,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,axillaris,Pterodroma axillaris,,Chatham Petrel, Chatham Islands Petrel, Chatham Island Petrel,,,,EN,A2bde+4bde,2013,increasing,0.2,,,,0.2,,,,Tm,SI,1,,,,,SP,,10,15,,,,,,,,,,,,,,,,,,,,63,71,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,nigripennis,Pterodroma nigripennis,,Black-winged Petrel,,,,,,LC,,2012,decreasing,,0.17,0.21,,,0.17,0.2,,"STr,Tr",Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS,,63,71,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,lherminieri,Puffinus lherminieri,,Audubon's Shearwater,,,,,,LC,,2014,decreasing,,0.15,0.23,,,0.15,0.23,,"STr,Tr",,1,,,,,SP,,49,51,,,62,75,,,,,,,,,,8,,,,NS+,,64,74,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,defilippiana,Pterodroma defilippiana,,Masatierra Petrel, Masatierra Petrel, Defilippi's Petrel, Defilippe's Petrel, Mas Atierra Petrel,,VU,D2,2012,stable,,,,,,,,,STr,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,66,,,?,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,nativitatis,Puffinus nativitatis,,Christmas Shearwater, Christmas Shearwater,,,,,LC,,2012,stable,,0.32,0.34,,,0.32,0.34,,"STr,Tr","Cr,Un",1,,,,,SP,,50,54,,96,,,,,,,,,,,,,,,,,,71,81,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,huttoni,Puffinus huttoni,,Hutton's Shearwater,,,,,,EN,"B2ab(ii,iii)",2012,stable,0.37,,,,0.37,,,,STr,SI,1,,,,,SP,,50,60,,80,,,,,,,,,,,,(4-6),4,6,,"NS,OS",,72,78,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,fallax,Bulweria fallax,,Jouanin's Petrel,,,,,,NT,,2012,increasing,,,,,,,,,Tr,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,76,83,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,opisthomelas,Puffinus opisthomelas,,Black-vented Shearwater,,,,,,NT,,2012,unknown,0.41,,,,0.41,,,,STr,Bu,1,,,,,SP,50,,,,69,,,,,,,,,,,,,,,,NS,,76,89,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,yelkouan,Puffinus yelkouan,,Yelkouan Shearwater,,,,,,VU,A4bcde,2012,decreasing,,0.34,0.42,,,0.34,0.42,,Tm,"Cr,Um",1,,,,,SP,52,,,,72,,,,,,,,,,,,,,,,NS,,76,93,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,inexpectata,Pterodroma inexpectata,,Mottled Petrel,,,,,,NT,,2014,decreasing,,0.24,0.44,,,0.24,0.44,,"SP,Tm","Bu,SI",1,,,,,SP,,49,53,,,90,105,,,,,,,,,,,,,,OS,,78,84,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Aphrodroma,brevirostris,Aphrodroma brevirostris,Aphrodroma brevirostris |Lugensa brevirostris|Pterodroma brevirostris|Pterodroma brevirostris|Pterodroma brevirostris|Pterodroma brevirostris,Kerguelen Petrel,,,,,,LC,,2012,stable,,0.29,0.36,,,0.29,0.36,,"Tm,SP",Bu,1,,,,,SP,46.51,,,,,59,62,,,,,,0,,,,,,,,OS,,80,88,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,mollis,Pterodroma mollis,,Soft-plumaged Petrel,,,,,,LC,,2012,stable,,0.28,0.31,,,0.28,0.31,,"SP,Tm",Bu,1,,,,,SP,50,,,,,90,115,,,,,,0,,,,,,,,OS,,83,95,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,feae,Pterodroma feae,,Cape Verde Petrel,,,,,,NT,,2014,increasing,,,,,,,,,STr,Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,83,95,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,heraldica,Pterodroma heraldica,,Herald Petrel,,,,,,LC,,2012,decreasing,0.32,,,,0.32,,,,"STr, Tr","Bu,SI",1,,,,,SP,,,,,,,,,,,,,,,,,,,,,NS,,88,102,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,arminjoniana,Pterodroma arminjoniana,,Trindade Petrel, Herald Petrel,,,,,VU,D2,2012,stable,,0.29,0.46,,,0.29,0.46,,"STr,Tr","Bu,SI",1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS,,88,102,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,solandri,Pterodroma solandri,,Providence Petrel,,,,,,VU,D2,2012,increasing,,0.41,0.43,,,0.44,0.6,,"Tm,STr",Bu,1,,,,,SP,56,,,,,,,,,,,,,,,,,,,,OS,,95,105,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,externa,Pterodroma externa,,Juan Fernandez Petrel, Juan Fernandez Petrel,,,,,VU,D2,2012,stable,,0.41,0.54,,,0.41,0.54,,"STr,Tr",Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS,,95,97,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,macroptera,Pterodroma macroptera,,Great-winged Petrel,,,,,,LC,,2014,decreasing,,0.46,0.75,,,0.46,0.75,,Tm,"Bu,Cr,Un",1,,,,,sp,,55,57,,125,,,,,,,,0,,,,(6-7),6,7,,OS,,97,102,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,bulleri,Ardenna bulleri,Ardenna bulleri bulleri|Puffinus bulleri,Buller's Shearwater,,,,,,VU,D2,2012,stable,0.41,,,,0.41,,,,STr,Bu,1,,,,,SP,51,,,,100,,,,,,,,,,,,,,,,OS,,97,99,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,carneipes,Ardenna carneipes,Ardenna carneipes carneipes|Puffinus carneipes,Flesh-footed Shearwater,,,,,,LC,,2012,stable,,0.58,0.75,,,0.58,0.75,,STr,"Bu,SI",1,,,,,SP,60,,,,92,,,,,,,,,,,,,,,,"NS,OS",,99,107,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,caribbaea,Pterodroma caribbaea,,Jamaican Petrel,,,,,,CR,D,2013,unknown,,,,,,,,,Tr,"Bu,Cr",1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,95,,,c,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,auricularis,Puffinus auricularis,,Townsend's Shearwater,,,,,,CR,"B2ab(i,ii,iii,v)",2013,decreasing,0.34,0.32,0.36,,0.34,0.32,0.36,,Tr,"Bu,Cr",1,,,,,SP,62,47,66,,92.4,88,100,,,,,,0,,,,(4-7),4,7,,OS,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,mauretanicus,Puffinus mauretanicus,,Balearic Shearwater,,,,,,CR,A4bcde,2013,decreasing,,,,,,,,,Tm,"Cr,Un",1,,,,,SP,50,,,c,72,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,aterrima,Pseudobulweria aterrima,Pterodroma aterrima aterrima|Pterodroma aterrima aterrima|Pterodroma aterrima aterrima|Pterodroma aterrima aterrima,Mascarene Petrel, Reunion Petrel,,,,,CR,C2a(ii),2013,decreasing,,,,,,,,,STr,"Bu,Cr?",1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS?,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,macgillivrayi,Pseudobulweria macgillivrayi,Pterodroma macgillivrayi macgillivrayi|Pterodroma macgillivrayi macgillivrayi|Pterodroma macgillivrayi macgillivrayi,Fiji Petrel, MacGillivray's Petrel,,,,,CR,"C2a(i,ii);D",2013,decreasing,,,,,,,,,STr,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,atrata,Pterodroma atrata,,Henderson Petrel,,,,,,EN,B2ab(v),2012,decreasing,,,,,,,,,STr,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,madeira,Pterodroma madeira,,Zino's Petrel, Freira, Madeira Petrel,,,,EN,D,2012,stable,,,,,,,,,STr,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,magellani,Pelecanoides magellani,,Magellanic Diving-petrel, Magellanic Diving Petrel, Magellanic Diving-Petrel,,,,LC,,2012,decreasing,,,,,,,,,Tm,Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,conspicillata,Procellaria conspicillata,,Spectacled Petrel,,,,,,VU,D2,2013,increasing,,,,,,,,,Tm,Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,garnotii,Pelecanoides garnotii,Pelecanoides garnoti garnoti,Peruvian Diving-petrel, Peruvian Diving Petrel, Peruvian Diving-Petrel,,,,EN,"B2ab(iii,v)",2012,decreasing,,,,,,,,,"Tm,STr",Bu,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,becki,Pseudobulweria becki,Pterodroma becki becki|Pterodroma becki becki|Pterodroma becki becki,Beck's Petrel,,,,,,CR,C2a(ii),2013,decreasing,,,,,,,,,Tr,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,heinrothi,Puffinus heinrothi,,Heinroth's Shearwater,,,,,,VU,D1+2,2013,stable,,,,,,,,,Tr,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,brevipes,Pterodroma brevipes,,Collared Petrel,,,,,,VU,C2a(i);D1,2012,decreasing,,,,,,,,,Tr,"SI,Cr,U",1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,bifax,Bulweria bifax,,Small St Helena Petrel, St. Helena Bulwer's Petrel,,,,,EX,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,diomedea,Calonectris diomedea,,Scopoli's Shearwater,,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,edwardsii,Calonectris edwardsii,,Cape Verde Shearwater,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,deserta,Pterodroma deserta,,Desertas Petrel,,,,,,VU,D1+2,2014,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,gouldi,Pterodroma gouldi,,Grey-faced Petrel,,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,rupinarum,Pterodroma rupinarum,,Large St Helena Petrel, St Helena Gadfly Petrel,,,,,EX,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bailloni,Puffinus bailloni,,Tropical Shearwater,,,,,,LC,,2014,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bannermani,Puffinus bannermani,,Bannerman's Shearwater,,,,,,EN,B2ab(v),2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bryani,Puffinus bryani,,Bryan's Shearwater,,,,,,CR,"C2a(i,ii)",2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,elegans,Puffinus elegans,,Subantarctic Shearwater,,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,persicus,Puffinus persicus,,Persian Shearwater,,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,subalaris,Puffinus subalaris,,Galapagos Shearwater,,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,RECURVIROSTRIDAE,Cladorhynchus,leucocephalus,Cladorhynchus leucocephalus,,Banded Stilt,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,himantopus,Himantopus himantopus,Himantopus leucocephalus|Himantopus mexicanus,Black-winged Stilt,,,,,,LC,,2014,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,novaezelandiae,Himantopus novaezelandiae,,Black Stilt,,,,,,CR,D,2013,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,americana,Recurvirostra americana,,American Avocet,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,andina,Recurvirostra andina,,Andean Avocet,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,avosetta,Recurvirostra avosetta,,Pied Avocet, Avocet,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,novaehollandiae,Recurvirostra novaehollandiae,,Red-necked Avocet, Australian Red-necked Avocet,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,ROSTRATULIDAE,Nycticryphes,semicollaris,Nycticryphes semicollaris,Nycticryphes semicollaris|Nycticryphes semicollaris|Rostratula semicollaris,South American Painted-snipe, American Painted-snipe,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,ROSTRATULIDAE,Rostratula,australis,Rostratula australis,,Australian Painted-snipe, Australian Painted-snipe,,,,,EN,C2a(ii),2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,ROSTRATULIDAE,Rostratula,benghalensis,Rostratula benghalensis,,Greater Painted-snipe, Greater Painted-Snipe, Greater Painted Snipe, Painted Snipe,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Actitis,hypoleucos,Actitis hypoleucos,Tringa hypoleucos hypoleucos|Tringa hypoleucos hypoleucos|Tringa hypoleucos hypoleucos,Common Sandpiper,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Actitis,macularius,Actitis macularius,Actitis macularia macularia|Actitis macularia macularia|Tringa macularia macularia,Spotted Sandpiper,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Arenaria,interpres,Arenaria interpres,,Ruddy Turnstone, Turnstone,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Arenaria,melanocephala,Arenaria melanocephala,,Black Turnstone,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Bartramia,longicauda,Bartramia longicauda,,Upland Sandpiper,,,,,,LC,,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
